,subject_id,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,CISC1938,-2.48375729944551,-9.38921885760077,-0.1081506200685,-8.17561178545596,23.5464719737129,-0.986820557679496,-1.67810015777737,18.1731847338637,35.8021633635665,6.78036503536913,273.716846155738,-1015.85229760691,-1424.80352269471,53.2855169288197
1,CISC3776,15.5835075268409,12.6104621684942,8.80137427890936,11.6153205553449,34.7739773883143,-10.3803970144361,7.69502130460615,33.6214084330649,-1.33110388410522,1.33249273037588,-1757.77273045045,1476.74278915977,-653.871456753409,277.736775873377
2,CISC3793,-16.1050887568896,-21.756199944226,-4.59615093027264,-0.710965778342701,20.5721610856184,16.4341714407686,-18.0468219992675,7.77311461151006,7.84117725629805,5.94910012140087,296.522804907364,940.460827813204,-326.152592163467,33.2587129353323
3,CISC3849,0.699559868623385,2.57894384039836,7.06092706022642,-2.44084503896955,20.3218293668888,4.41020478948148,-6.8783899960017,-14.1949166454364,-4.53739736162641,416.326107953442,734.528625774469,1320.60844798629,-82.9919736136122,
4,CISC3871,9.73273727554377,6.4053639985631,8.95775195759785,5.54062557382816,12.930023150498,0.294209336376324,27.5043213181194,33.5014028573507,0.769930825519504,-3.75825246467175,503.251400045429,-464.655156032541,1799.62533444307,92.9720624102875
5,CISC3886,-4.50820598293983,-11.8433417790416,-15.5063067534406,-9.36375360886206,-8.3288160202859,4.85706602408049,-2.41065809493122,-39.3867028490359,-62.395723892021,-7.72581018141608,681.59253957797,1169.00227469662,2192.62360987189,110.875000241017
6,CISC3928,10.155874700433,22.4427922271313,35.6752883139013,35.2565338828659,20.2447750656123,3.30262125628906,62.3548475477166,14.0877089191921,-3.34399022931458,32.686928297236,-0.283669216521441,494.584960959546,-320.597210318556,-19.796658476534
7,CISC3939,-1.66201998882302,-8.78334119167203,-0.920139344318903,-3.08714684909423,11.5420054997303,5.04815724337212,-19.3229975497853,-87.4325566853918,-38.9711868365999,5.95381702548302,710.465614366336,3982.11418824901,3998.89242447825,20.0010076115939
8,CISC3963,1.24522314153473,-9.23091765487835,1.31481500845351,0.733897559297987,4.5499660757245,3.37042774468055,40.442023355013,5.74236356665305,-2.43360719649142,438.049964083511,439.373589572206,-555.830624994412,142.783976404302,
9,CISC3993,4.2535279048411,2.48981178077819,6.66475068929133,-1.18731941831491,8.76055776794477,0.930821512595401,18.7643774647895,34.0532492608679,-25.7447120100446,-21.3978714480517,-535.593844764647,-1343.71960559262,1291.59746749739,-1.09884590206264
10,CISC4014,9.20189260341506,4.77614834290505,2.6983170797161,5.48597374781492,15.3429692118644,-2.44470213822013,5.10164256118516,25.3250229573629,-11.4699428888501,-3.99588854810168,-134.376617762729,-726.092473738282,-1415.21488229413,-5.23610945889766
11,CISC4043,-5.95049764205893,-5.07176868465977,-10.3762072747754,-7.31152431130071,10.0535514053829,-0.959487092973071,23.3255169756554,22.9051518525883,2.16722085891687,-0.759486312972202,74.3887884101986,1429.10059751178,-74.5454381562971,-20.7408386672759
12,CISC4048,-1.66948535238001,-9.76541111770163,3.0542311826908,0.112538891933726,16.5045513001395,7.48256184720997,7.5219727099348,13.7079969588884,-13.8294627345756,-1.37315052680554,-70.9385732917672,-477.340681040351,1463.83167298421,-75.9224126248484
13,CISC4065,2.98707795270936,-2.83864466475178,12.7044752816151,2.09418036848048,20.8709700071855,12.5198355955508,19.5218671434498,0.425593378766083,-8.45117920673365,-1541.79393038068,825.853062758248,-369.479225941931,-98.1312825799735,
14,CISC4077,2.92757543320186,3.01065109101526,11.195613537627,2.40392669406265,14.5812956100452,2.67809558498672,22.7725026953859,12.5793699149808,-6.94057046186515,66.5382646727445,462.588487448729,-768.410325465399,-47.9537682308734,
15,CISC4087,23.4493994248946,23.8296019028149,18.0902142603588,14.5697328193391,40.1819321734128,5.89899158628378,5.53776069281278,24.8993221203587,20.2630848819093,1.72175908571078,296.05712524348,-373.110628172338,-664.292211731755,13.247387493548
16,CISC4089,-11.876614643093,-13.182668193644,-7.07440406439625,-11.3134106436594,-2.94499216447368,0.681755547812471,-2.38704445764292,-11.1389815959062,-15.1208989164913,-9.28550362269233,10.5019926508894,337.59100158967,122.322776228919,-38.2205748429171
17,CISC4121,2.20107409850449,-1.70352399704608,1.73703102359972,1.23101239045349,12.6959389111239,10.8615888163947,11.2585803455781,7.1691513834569,-40.4506807769665,-24.5610206840027,-1724.71033898468,687.904595655475,0.0766183230699795,1.53532177223201
18,CISC4129,22.5272318518944,12.701640107743,11.5616845646137,-0.940183566017883,4.93020939913974,0.352252618066796,-21.0964120395868,-8.11329606742136,34.9353442154567,0.943229861638986,691.825315007407,244.404914156093,514.83723747977,-29.9444925978692
19,CISC4143,6.43665270917061,3.19930755074499,17.6036265416713,6.30238685842476,18.1543859757355,-5.48828159945737,28.167434595915,8.30192012766478,-28.0953620778202,-20.3833049560251,-779.834171819629,970.416791955901,-1077.51921681829,-9.0343643388365
20,CISC4164,3.87372411404067,-2.84346517886712,3.47633436181462,0.645160897803726,19.3307642468085,-1.23438319081048,22.9551774162179,-39.1519961941533,-10.920738373717,11.3245434193876,481.528509450198,1873.62703877208,1860.9059700008,-151.420784796895
21,CISC4168,-13.6721674653074,-9.6233051630882,-5.95760520967727,0.257012541574623,8.38779866834544,0.269181682322458,-8.30241028592799,28.1594332902219,-12.4535428605344,1.89500521315133,204.732358735267,-529.469751671366,-227.802448612638,29.5843543964541
22,CISC4170,9.26907652936709,9.18836397420813,3.43851341956812,2.50525038122885,5.24552524713789,-3.59467142422201,18.2834129133574,13.8778729699097,5.36266606080805,-76.9952092054171,-163.472343596341,-353.305600519749,36.1976631753767,
23,CISC4173,-0.820335246520425,-13.9615856081052,-13.0814708039073,-12.1943181783341,5.81787789096435,2.897477605164,-4.37897206113231,25.6592217367922,6.36532050822302,-0.608751666065391,5.84973657251524,418.614705310945,-691.960901698926,-18.4125811946285
24,CISC4182,3.3114928131682,-6.3514805752929,14.7960949337678,7.47560243802825,15.8964928671819,4.01566829027903,44.7135276697476,74.7042821233508,-14.1327316364422,15.948345127603,1273.99852749924,-1965.72384210076,-2525.49143320654,-24.0639645124047
25,CISC4186,6.65646814555378,-3.13262091584103,6.29032265822038,3.87316101210751,7.60198241899447,-3.90715810769603,-18.7378716255974,-7.15357157470609,-16.3263976581671,-167.650725792783,430.637271696136,2007.45795822898,-114.482103252491,
26,CISC4187,15.8817203454326,-0.0011635388319444,-14.4347536756972,-17.0991022186828,1.46879162943749,0.550303742758269,12.5471286939154,-14.9347012364758,-5.61389909263173,-3.57387541648436,-297.328170771005,1055.62370040247,460.834644109718,-23.4126006633023
27,CISC4203,16.8585561809944,11.3739026372666,14.2019786844822,9.16671258729328,20.750635012775,-0.378449942097227,44.8383917792039,6.29061274767534,-0.799214385571898,280.847006612678,561.647008731692,-952.709910685285,68.0461427981971,
28,CISC4215,-9.04854906763486,-20.2467085985959,0.624855951784651,-1.50980250487193,-5.64445460554631,-4.06617667361418,3.49251032345063,6.25601710033618,-20.921695992316,-9.63513775149793,-234.167957267082,-265.276487988397,-140.942993984132,-131.960744206366
29,CISC4216,3.047016244693,-22.2280277715951,-5.23619822910638,-19.6008310962508,26.8697267136797,16.8059066881051,9.21364987639138,7.86625475532727,22.4236297999296,-2.00780063183286,-26.069379173534,381.329220683943,-756.658931786266,-136.600494196724
30,CISC4233,-3.25221192055622,-6.70483488791863,-6.26282476340745,-11.8332279093073,4.61563355221263,12.1142788297803,-3.67167245575095,-25.0807818657076,17.3931439853963,-9.24665466571743,-498.409358967292,160.658780928484,796.333817792711,221.771775301695
31,CISC4237,1.88405663583152,-3.08035565387445,9.59063107719597,3.47600928395478,15.1215087725584,-3.42927896000016,24.0409882836552,0.429329773478952,-5.51031366975306,-759.835906867277,460.545493355776,717.096820641969,10.5240546931069,
32,CISC4247,-26.165919866513,-37.3720857971999,-17.1070061733934,-25.7803207361402,8.77957526717187,10.1963370568536,-30.2880492400518,-29.1722709465476,-6.06910984578353,608.529248725989,-384.187586421105,-954.829301066905,22.3981200899145,
33,CISC4256,8.97909185653625,-0.973545066797293,10.8145785554991,-4.24034553199823,23.072931237059,5.46060549971796,15.8296336037737,1.27283947744808,-2.93524494319225,-18.1440001256944,-809.725789475178,1404.61913576911,254.242886262085,113.955976523047
34,CISC4258,5.32988271653491,-4.3047350114161,7.95688936845552,3.21292661382943,14.6848291732902,-6.16510569950854,8.3539433086612,-4.36419441216745,-36.1201544093064,-2201.94149878918,844.710267850434,-2212.61669976571,0.0205212700291781,
35,CISC4265,-9.91363282531499,-30.4282560955761,-7.71674347760412,-21.4207065479995,18.2404692836851,12.7111400581578,34.5648380507288,-2.96589187580423,-11.0437601721805,-645.64005911826,-1599.32352363821,-2617.32193634644,34.4180156433469,
36,CISC4266,17.3996935034084,10.1593292437876,22.0444470375437,12.5171192507126,20.8697500710058,-8.97610576428902,84.3625442079806,-45.8358859362688,-2.8396487975723,-576.407600297915,-1756.84205581023,-3355.01422282008,120.019006455088,
37,CISC4611,12.5982468180832,10.0400058935777,13.842381167324,18.0575820350724,18.2095482672914,-3.73964215611007,-18.7318769663123,60.4518965766862,-59.3632799720139,20.2326672048641,-1358.29694516131,-2172.26801971669,-3884.20736276292,-79.829004311457
38,CISC4867,-4.10872412453373,1.60347473887201,-1.01710247740425,-4.95417423999277,-3.16791944670617,4.79282302694173,12.884859830161,-3.66993466789033,11.0949597389683,11.9360279355584,-1666.15898533183,770.655438033524,-179.90251829121,-47.2617635434692
